job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,target
self-employed,married,high.school,no,yes,no,cellular,sep,thu,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,sep,thu,nonexistent,0
admin.,married,high.school,no,no,no,cellular,sep,thu,nonexistent,1
self-employed,divorced,high.school,no,no,no,cellular,sep,fri,failure,1
unemployed,married,professional.course,no,no,no,cellular,sep,fri,success,1
admin.,married,university.degree,no,no,no,cellular,sep,fri,nonexistent,1
unemployed,married,professional.course,no,no,no,cellular,sep,fri,failure,0
technician,married,university.degree,no,yes,no,telephone,sep,tue,success,1
services,married,high.school,no,no,no,cellular,sep,tue,nonexistent,1
self-employed,divorced,university.degree,no,no,no,cellular,sep,tue,success,1
admin.,divorced,high.school,no,yes,no,cellular,sep,tue,failure,0
technician,married,professional.course,no,yes,no,cellular,sep,tue,success,1
services,single,professional.course,no,yes,yes,cellular,sep,tue,success,1
services,single,professional.course,no,yes,yes,cellular,sep,tue,nonexistent,1
technician,married,university.degree,no,yes,yes,cellular,sep,wed,nonexistent,0
housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,success,1
technician,married,university.degree,no,yes,yes,cellular,sep,thu,nonexistent,0
retired,divorced,professional.course,no,yes,no,cellular,sep,thu,failure,0
retired,divorced,professional.course,no,yes,yes,cellular,sep,thu,nonexistent,0
technician,single,basic.9y,no,no,no,cellular,sep,fri,nonexistent,0
blue-collar,married,basic.4y,no,no,no,cellular,sep,fri,failure,0
admin.,divorced,university.degree,no,yes,yes,cellular,sep,fri,failure,0
management,married,university.degree,no,yes,no,cellular,sep,fri,nonexistent,0
retired,married,high.school,no,yes,no,cellular,sep,fri,nonexistent,0
management,married,university.degree,no,no,no,cellular,sep,fri,nonexistent,0
retired,divorced,university.degree,no,yes,no,cellular,sep,fri,nonexistent,1
retired,single,university.degree,no,yes,no,cellular,sep,fri,success,0
retired,divorced,university.degree,no,no,no,cellular,sep,fri,nonexistent,0
retired,single,university.degree,no,yes,no,cellular,sep,fri,nonexistent,0
technician,single,basic.9y,no,yes,no,cellular,sep,fri,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,sep,fri,failure,0
blue-collar,married,basic.4y,no,yes,no,cellular,sep,fri,nonexistent,0
self-employed,married,university.degree,unknown,no,no,cellular,sep,fri,nonexistent,0
self-employed,married,university.degree,unknown,yes,no,cellular,sep,fri,nonexistent,0
retired,married,basic.4y,no,yes,no,cellular,sep,fri,nonexistent,1
retired,single,university.degree,no,no,no,cellular,sep,mon,failure,0
admin.,married,university.degree,no,no,no,cellular,sep,mon,success,1
retired,single,university.degree,no,yes,no,telephone,sep,mon,nonexistent,0
services,married,basic.6y,no,no,no,cellular,sep,tue,nonexistent,0
services,married,basic.6y,no,no,no,cellular,sep,tue,failure,1
services,married,basic.6y,no,yes,no,cellular,sep,tue,nonexistent,0
unemployed,single,high.school,no,yes,no,cellular,sep,tue,failure,0
housemaid,divorced,basic.4y,no,no,no,cellular,sep,tue,failure,0
housemaid,divorced,basic.4y,no,yes,no,cellular,sep,tue,nonexistent,0
management,divorced,university.degree,no,no,no,cellular,sep,tue,failure,1
housemaid,divorced,high.school,no,no,no,cellular,sep,wed,nonexistent,0
retired,married,high.school,no,yes,no,cellular,sep,wed,success,1
technician,married,professional.course,no,yes,no,cellular,sep,wed,nonexistent,0
unemployed,married,university.degree,no,yes,yes,cellular,sep,wed,nonexistent,0
admin.,married,university.degree,no,yes,no,telephone,sep,wed,nonexistent,1
unknown,single,university.degree,no,yes,yes,cellular,sep,wed,failure,0
unknown,single,university.degree,no,no,no,cellular,sep,wed,success,0
management,married,university.degree,no,yes,no,cellular,oct,thu,success,1
admin.,single,university.degree,no,yes,no,cellular,oct,thu,nonexistent,1
technician,single,basic.6y,no,no,no,cellular,oct,thu,failure,0
admin.,married,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,oct,thu,success,1
admin.,married,high.school,no,no,no,cellular,oct,thu,success,0
admin.,married,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
retired,married,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
technician,divorced,unknown,no,no,no,cellular,oct,thu,failure,0
technician,divorced,unknown,no,no,no,cellular,oct,thu,failure,0
technician,divorced,unknown,no,yes,no,cellular,oct,thu,success,0
retired,married,basic.9y,no,yes,no,telephone,oct,thu,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
management,married,university.degree,no,yes,no,telephone,oct,thu,failure,0
retired,married,basic.4y,no,no,no,cellular,oct,thu,failure,0
admin.,single,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,oct,thu,failure,0
technician,divorced,unknown,no,yes,yes,cellular,oct,thu,nonexistent,0
unemployed,single,basic.9y,no,yes,no,cellular,oct,thu,success,1
admin.,married,high.school,no,yes,no,cellular,oct,thu,failure,0
retired,married,basic.4y,no,yes,no,cellular,oct,thu,failure,1
technician,single,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
management,divorced,university.degree,unknown,yes,no,cellular,oct,thu,nonexistent,0
retired,divorced,basic.4y,unknown,yes,no,cellular,oct,thu,nonexistent,1
retired,married,professional.course,no,yes,no,cellular,oct,fri,success,1
unemployed,single,basic.4y,no,yes,yes,cellular,oct,fri,nonexistent,0
retired,married,basic.6y,no,yes,no,cellular,oct,fri,nonexistent,0
unemployed,single,basic.4y,no,yes,no,cellular,oct,fri,success,0
retired,married,basic.9y,no,no,no,cellular,oct,fri,nonexistent,0
retired,married,university.degree,no,yes,no,cellular,oct,tue,nonexistent,1
blue-collar,married,professional.course,no,no,no,cellular,oct,tue,nonexistent,0
retired,married,high.school,no,yes,no,cellular,oct,tue,failure,0
housemaid,single,university.degree,no,yes,no,cellular,oct,tue,failure,0
management,single,university.degree,no,yes,no,cellular,oct,tue,nonexistent,0
management,single,university.degree,no,no,no,cellular,oct,tue,failure,0
retired,divorced,professional.course,no,no,no,cellular,oct,tue,nonexistent,1
retired,married,university.degree,no,yes,yes,cellular,oct,tue,failure,0
retired,married,university.degree,no,yes,no,cellular,oct,tue,nonexistent,0
retired,divorced,basic.4y,no,no,no,cellular,oct,tue,nonexistent,0
retired,married,high.school,no,yes,no,cellular,oct,tue,nonexistent,1
retired,divorced,basic.4y,no,no,no,cellular,oct,tue,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,oct,tue,nonexistent,0
admin.,married,high.school,no,no,no,cellular,oct,tue,nonexistent,0
unknown,married,basic.4y,no,yes,no,cellular,oct,tue,nonexistent,0
unknown,married,basic.4y,no,no,no,cellular,oct,tue,success,1
housemaid,single,university.degree,no,no,no,cellular,oct,tue,nonexistent,1
admin.,married,university.degree,no,yes,no,cellular,oct,wed,failure,0
retired,married,high.school,no,yes,no,cellular,oct,wed,nonexistent,0
unemployed,single,high.school,no,yes,yes,cellular,oct,wed,nonexistent,0
unknown,married,unknown,no,no,no,cellular,oct,wed,failure,1
admin.,married,university.degree,no,no,no,cellular,oct,wed,failure,1
retired,divorced,basic.4y,no,unknown,unknown,cellular,oct,wed,nonexistent,0
management,married,university.degree,no,yes,yes,cellular,oct,wed,nonexistent,0
self-employed,married,university.degree,no,no,no,cellular,oct,wed,failure,1
technician,married,basic.4y,no,no,yes,cellular,oct,wed,success,0
admin.,married,university.degree,no,yes,no,cellular,oct,wed,nonexistent,0
admin.,married,unknown,no,yes,no,cellular,oct,wed,failure,1
management,married,university.degree,no,no,no,cellular,oct,wed,success,1
management,married,university.degree,no,yes,no,cellular,oct,wed,failure,1
management,married,university.degree,no,no,no,cellular,oct,wed,failure,0
technician,married,university.degree,no,yes,no,telephone,oct,wed,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,oct,wed,failure,0
technician,married,basic.4y,no,yes,no,telephone,oct,wed,nonexistent,0
admin.,married,unknown,no,yes,no,cellular,oct,wed,nonexistent,0
technician,married,basic.4y,no,yes,no,cellular,oct,wed,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,oct,wed,nonexistent,0
retired,married,high.school,no,no,no,cellular,oct,wed,nonexistent,1
retired,married,high.school,no,no,no,cellular,oct,wed,nonexistent,0
technician,married,professional.course,no,no,no,cellular,oct,thu,nonexistent,0
admin.,married,high.school,no,no,no,cellular,oct,thu,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,oct,thu,nonexistent,0
management,divorced,unknown,no,yes,no,cellular,oct,thu,nonexistent,0
management,divorced,unknown,no,yes,no,telephone,oct,thu,nonexistent,0
management,divorced,unknown,no,no,no,cellular,oct,thu,nonexistent,0
retired,divorced,unknown,no,no,no,cellular,oct,thu,nonexistent,0
management,divorced,university.degree,no,yes,no,cellular,oct,thu,success,1
technician,married,professional.course,unknown,no,no,cellular,oct,thu,nonexistent,1
management,single,basic.9y,no,no,no,cellular,oct,thu,nonexistent,1
technician,married,professional.course,no,yes,no,cellular,oct,thu,nonexistent,0
management,single,university.degree,no,no,no,cellular,oct,fri,nonexistent,1
unemployed,divorced,high.school,no,no,no,cellular,oct,mon,nonexistent,0
technician,married,university.degree,no,no,no,cellular,oct,mon,failure,0
management,single,university.degree,no,yes,no,cellular,oct,mon,nonexistent,1
management,single,university.degree,no,no,no,cellular,oct,mon,success,0
technician,married,university.degree,no,yes,no,cellular,oct,mon,failure,1
management,single,university.degree,no,yes,no,cellular,oct,mon,nonexistent,1
retired,married,basic.9y,no,no,no,cellular,oct,mon,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,oct,mon,failure,1
unemployed,divorced,high.school,no,no,no,cellular,oct,mon,nonexistent,0
management,single,university.degree,no,no,no,cellular,oct,mon,nonexistent,1
blue-collar,married,basic.4y,no,yes,no,telephone,oct,mon,success,0
retired,married,university.degree,no,no,yes,cellular,oct,mon,nonexistent,1
retired,married,university.degree,no,yes,no,cellular,oct,mon,failure,0
technician,divorced,professional.course,no,no,yes,cellular,oct,tue,failure,0
admin.,married,professional.course,no,yes,no,cellular,oct,tue,nonexistent,1
technician,married,basic.9y,no,yes,no,cellular,oct,tue,success,0
admin.,married,basic.6y,no,no,no,cellular,oct,tue,nonexistent,0
retired,married,basic.4y,no,yes,yes,cellular,oct,tue,failure,0
retired,single,university.degree,no,unknown,unknown,cellular,oct,tue,nonexistent,0
retired,single,university.degree,no,yes,no,cellular,oct,tue,nonexistent,0
retired,single,university.degree,no,no,no,telephone,oct,tue,nonexistent,0
student,single,basic.9y,no,unknown,unknown,cellular,oct,tue,failure,0
management,married,university.degree,no,no,no,cellular,oct,tue,nonexistent,1
student,single,university.degree,no,yes,no,cellular,oct,tue,nonexistent,1
management,married,university.degree,no,yes,no,cellular,oct,tue,nonexistent,1
retired,married,basic.4y,no,no,no,cellular,oct,tue,failure,1
blue-collar,single,basic.9y,no,no,no,cellular,oct,tue,failure,0
unemployed,married,high.school,no,no,yes,cellular,oct,tue,nonexistent,0
unemployed,married,basic.9y,no,no,yes,cellular,oct,tue,failure,0
technician,married,professional.course,no,yes,no,cellular,oct,tue,nonexistent,0
technician,married,professional.course,no,no,no,cellular,oct,tue,nonexistent,0
technician,married,professional.course,no,no,no,cellular,oct,tue,nonexistent,0
technician,married,professional.course,no,no,yes,telephone,oct,tue,nonexistent,0
admin.,married,professional.course,no,yes,no,cellular,oct,tue,nonexistent,0
admin.,married,professional.course,no,no,yes,cellular,oct,tue,success,1
student,single,high.school,no,yes,no,cellular,oct,tue,success,1
student,single,basic.9y,no,yes,no,cellular,oct,tue,failure,0
technician,single,unknown,no,no,no,cellular,oct,tue,nonexistent,0
admin.,married,basic.9y,no,yes,no,cellular,oct,tue,failure,0
student,single,unknown,no,no,yes,cellular,oct,tue,success,1
unemployed,married,high.school,no,yes,yes,cellular,oct,tue,nonexistent,1
blue-collar,single,basic.9y,no,no,yes,cellular,oct,tue,failure,1
student,single,basic.9y,no,yes,no,telephone,oct,tue,nonexistent,1
admin.,married,basic.6y,no,yes,no,cellular,oct,tue,success,0
retired,married,basic.4y,no,no,no,cellular,oct,tue,nonexistent,0
blue-collar,single,professional.course,no,no,no,cellular,oct,tue,nonexistent,0
retired,single,university.degree,no,no,no,telephone,oct,tue,nonexistent,0
technician,single,high.school,no,no,no,cellular,oct,wed,failure,1
technician,single,high.school,no,unknown,unknown,cellular,oct,wed,success,1
admin.,single,high.school,no,no,no,telephone,oct,wed,nonexistent,1
admin.,single,university.degree,no,no,no,cellular,oct,wed,failure,0
retired,married,basic.9y,no,no,no,cellular,oct,wed,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,oct,wed,success,0
retired,married,unknown,no,yes,yes,cellular,oct,wed,nonexistent,1
technician,married,university.degree,no,yes,no,cellular,oct,wed,failure,1
admin.,married,university.degree,no,yes,no,cellular,oct,wed,failure,0
blue-collar,single,professional.course,no,no,no,cellular,oct,wed,nonexistent,0
admin.,married,basic.9y,no,no,no,cellular,oct,wed,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,oct,wed,nonexistent,0
technician,married,university.degree,no,yes,no,cellular,oct,wed,nonexistent,0
entrepreneur,married,basic.9y,no,no,no,cellular,oct,wed,nonexistent,0
management,married,university.degree,no,no,no,telephone,oct,wed,nonexistent,1
technician,single,university.degree,no,yes,yes,cellular,oct,wed,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,oct,wed,nonexistent,0
unemployed,married,high.school,no,no,no,telephone,oct,thu,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,oct,thu,failure,1
blue-collar,married,basic.6y,no,yes,no,cellular,oct,thu,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,thu,failure,0
admin.,single,university.degree,no,no,no,cellular,oct,thu,nonexistent,0
student,single,high.school,no,no,no,telephone,oct,thu,nonexistent,0
technician,single,professional.course,no,no,no,cellular,oct,thu,failure,0
self-employed,single,high.school,no,no,no,telephone,oct,thu,nonexistent,0
admin.,divorced,high.school,no,no,no,cellular,oct,thu,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
retired,married,professional.course,no,no,no,cellular,oct,thu,failure,0
blue-collar,married,basic.6y,no,no,no,cellular,oct,thu,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,cellular,oct,thu,nonexistent,0
services,married,professional.course,no,yes,no,cellular,oct,thu,success,1
student,single,unknown,no,yes,no,cellular,oct,thu,nonexistent,0
retired,married,professional.course,no,yes,no,cellular,oct,thu,success,0
admin.,married,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
retired,married,basic.9y,no,yes,no,cellular,oct,thu,success,1
blue-collar,married,basic.6y,no,no,no,cellular,oct,thu,nonexistent,0
blue-collar,married,basic.6y,no,no,no,cellular,oct,thu,failure,1
admin.,single,university.degree,no,yes,no,telephone,oct,thu,success,1
admin.,single,university.degree,no,yes,yes,telephone,oct,thu,nonexistent,0
management,single,university.degree,no,no,no,cellular,oct,thu,failure,1
retired,married,basic.9y,no,no,no,cellular,oct,fri,nonexistent,0
admin.,single,university.degree,no,yes,yes,cellular,oct,fri,failure,1
services,married,basic.9y,no,yes,no,telephone,oct,fri,failure,1
services,married,basic.9y,no,yes,no,cellular,oct,fri,success,1
housemaid,divorced,basic.4y,unknown,yes,no,telephone,oct,fri,nonexistent,0
student,single,high.school,no,no,no,cellular,oct,fri,failure,1
self-employed,married,professional.course,no,no,yes,cellular,oct,fri,nonexistent,0
admin.,single,university.degree,no,unknown,unknown,cellular,oct,fri,nonexistent,0
technician,married,university.degree,no,no,no,cellular,oct,fri,success,1
technician,married,professional.course,no,yes,no,cellular,oct,fri,nonexistent,1
admin.,married,university.degree,no,yes,yes,cellular,oct,fri,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,fri,success,0
technician,married,university.degree,no,yes,no,cellular,oct,fri,failure,0
admin.,single,high.school,no,no,no,cellular,oct,fri,nonexistent,0
admin.,single,high.school,no,yes,no,cellular,oct,fri,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,oct,fri,nonexistent,1
self-employed,married,university.degree,no,yes,no,telephone,oct,fri,nonexistent,0
self-employed,single,professional.course,no,yes,yes,telephone,oct,fri,failure,0
admin.,single,university.degree,no,no,no,cellular,oct,fri,nonexistent,1
technician,single,professional.course,no,yes,no,telephone,oct,fri,nonexistent,0
services,married,high.school,no,yes,no,cellular,oct,fri,success,0
services,married,high.school,no,no,no,cellular,oct,fri,failure,0
admin.,single,high.school,no,no,no,cellular,oct,fri,failure,0
admin.,single,high.school,no,yes,no,telephone,oct,fri,failure,1
admin.,single,university.degree,no,no,no,cellular,oct,fri,nonexistent,0
technician,married,professional.course,no,unknown,unknown,cellular,oct,fri,failure,1
admin.,married,university.degree,no,no,no,cellular,oct,fri,success,1
technician,married,university.degree,no,no,no,cellular,oct,fri,nonexistent,1
management,single,university.degree,no,no,no,cellular,oct,fri,failure,1
retired,married,university.degree,unknown,no,no,cellular,oct,fri,nonexistent,1
management,married,university.degree,no,yes,no,cellular,oct,fri,success,0
blue-collar,married,professional.course,no,no,no,cellular,oct,fri,failure,0
admin.,single,university.degree,no,no,no,cellular,oct,fri,success,0
admin.,single,high.school,no,yes,no,cellular,oct,fri,nonexistent,1
admin.,married,university.degree,no,no,no,cellular,oct,fri,failure,1
management,married,basic.4y,no,no,no,cellular,oct,mon,nonexistent,0
retired,married,basic.4y,no,yes,no,cellular,oct,mon,nonexistent,1
admin.,single,university.degree,no,no,no,cellular,oct,mon,failure,0
management,single,university.degree,no,no,no,cellular,oct,mon,failure,0
student,single,high.school,no,no,yes,cellular,oct,mon,nonexistent,0
retired,married,basic.4y,no,no,no,cellular,oct,mon,nonexistent,1
retired,married,basic.4y,no,no,no,cellular,oct,mon,failure,0
retired,married,basic.4y,no,yes,no,cellular,oct,mon,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,oct,mon,nonexistent,0
admin.,single,high.school,no,yes,no,cellular,oct,mon,success,0
entrepreneur,married,professional.course,no,yes,no,cellular,oct,mon,nonexistent,0
retired,married,basic.4y,no,no,no,cellular,oct,mon,nonexistent,0
entrepreneur,married,professional.course,no,no,no,cellular,oct,mon,nonexistent,0
services,single,high.school,no,no,no,cellular,oct,mon,nonexistent,0
services,married,high.school,no,no,no,cellular,oct,mon,nonexistent,0
unemployed,divorced,high.school,no,no,yes,cellular,oct,mon,nonexistent,0
student,single,high.school,no,no,yes,cellular,oct,mon,nonexistent,0
management,married,basic.4y,no,yes,no,cellular,oct,mon,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,cellular,oct,mon,nonexistent,0
services,single,high.school,no,yes,no,cellular,oct,mon,nonexistent,1
entrepreneur,married,professional.course,no,yes,no,telephone,oct,mon,nonexistent,0
blue-collar,married,basic.9y,no,no,no,cellular,oct,mon,failure,0
blue-collar,married,basic.9y,no,no,no,cellular,oct,mon,nonexistent,0
entrepreneur,married,professional.course,no,yes,yes,cellular,oct,mon,failure,0
retired,married,unknown,no,unknown,unknown,telephone,oct,mon,failure,0
housemaid,married,professional.course,no,no,no,telephone,oct,mon,nonexistent,0
retired,married,professional.course,no,no,no,telephone,oct,mon,nonexistent,0
self-employed,single,university.degree,no,unknown,unknown,cellular,oct,mon,nonexistent,0
housemaid,married,professional.course,no,no,no,telephone,oct,mon,failure,0
student,single,high.school,no,no,no,cellular,oct,mon,nonexistent,1
entrepreneur,married,basic.4y,no,no,no,cellular,oct,tue,failure,0
housemaid,married,basic.4y,no,no,no,telephone,oct,tue,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,oct,tue,failure,0
blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,failure,0
blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,failure,0
management,married,basic.6y,no,yes,no,cellular,oct,tue,failure,1
admin.,married,university.degree,no,yes,no,cellular,oct,tue,success,1
admin.,married,university.degree,no,yes,no,cellular,oct,tue,nonexistent,0
admin.,single,high.school,no,unknown,unknown,telephone,oct,tue,nonexistent,1
services,single,professional.course,no,yes,no,telephone,oct,tue,nonexistent,1
admin.,married,university.degree,no,yes,no,cellular,oct,tue,nonexistent,1
technician,married,basic.4y,no,yes,no,cellular,oct,tue,success,1
retired,married,basic.4y,no,yes,no,cellular,oct,tue,nonexistent,0
housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,success,1
entrepreneur,married,basic.4y,no,yes,no,telephone,oct,tue,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,oct,tue,nonexistent,1
management,single,university.degree,no,yes,no,cellular,oct,tue,failure,1
admin.,single,high.school,no,yes,no,cellular,oct,tue,nonexistent,1
admin.,married,university.degree,no,yes,no,cellular,oct,wed,success,1
admin.,married,university.degree,no,yes,no,cellular,oct,wed,failure,1
admin.,married,university.degree,no,yes,no,cellular,oct,wed,success,1
retired,married,high.school,no,yes,no,cellular,oct,wed,nonexistent,0
admin.,single,university.degree,no,no,yes,cellular,oct,wed,failure,0
retired,divorced,basic.4y,no,yes,no,cellular,oct,wed,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,wed,success,1
retired,divorced,university.degree,no,yes,no,telephone,oct,wed,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,oct,wed,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,wed,success,1
retired,divorced,basic.4y,no,no,no,cellular,oct,wed,success,1
admin.,married,university.degree,no,yes,no,telephone,oct,wed,nonexistent,1
admin.,married,university.degree,no,no,no,cellular,oct,wed,nonexistent,1
admin.,divorced,university.degree,no,yes,no,cellular,oct,wed,success,0
blue-collar,married,professional.course,no,yes,no,cellular,oct,wed,success,1
blue-collar,married,professional.course,no,no,no,cellular,oct,wed,nonexistent,1
blue-collar,single,basic.9y,no,no,yes,cellular,oct,wed,nonexistent,1
unemployed,married,basic.9y,no,yes,no,cellular,oct,wed,nonexistent,1
technician,married,professional.course,no,yes,no,cellular,oct,wed,success,1
admin.,single,university.degree,no,yes,no,cellular,oct,wed,nonexistent,0
admin.,married,university.degree,no,yes,no,telephone,oct,wed,nonexistent,0
unemployed,married,university.degree,no,yes,no,cellular,oct,thu,failure,1
unemployed,married,university.degree,no,no,no,cellular,oct,thu,nonexistent,1
technician,married,basic.4y,no,no,no,cellular,oct,thu,success,1
services,married,high.school,no,yes,no,cellular,oct,thu,nonexistent,1
management,married,university.degree,no,yes,no,cellular,oct,thu,failure,1
retired,married,professional.course,no,unknown,unknown,cellular,oct,thu,success,1
retired,married,professional.course,no,no,no,cellular,oct,thu,success,1
services,single,high.school,no,yes,no,cellular,oct,thu,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,oct,thu,nonexistent,0
unemployed,married,university.degree,no,yes,no,cellular,oct,thu,nonexistent,0
technician,married,professional.course,no,no,no,cellular,oct,thu,success,1
admin.,single,university.degree,no,yes,no,telephone,oct,thu,nonexistent,1
technician,married,basic.4y,no,no,no,cellular,oct,thu,success,1
services,single,high.school,no,yes,no,cellular,oct,thu,nonexistent,1
admin.,single,university.degree,no,yes,yes,telephone,oct,thu,nonexistent,1
admin.,single,university.degree,no,no,yes,cellular,oct,thu,failure,0
unemployed,married,university.degree,no,no,no,cellular,oct,thu,success,1
student,single,unknown,no,no,no,cellular,oct,fri,nonexistent,0
management,married,university.degree,no,yes,no,cellular,oct,fri,failure,1
student,single,high.school,no,no,no,cellular,oct,fri,success,1
admin.,married,high.school,no,yes,no,cellular,oct,fri,failure,1
technician,single,university.degree,no,yes,no,cellular,oct,fri,nonexistent,1
student,single,high.school,no,yes,no,cellular,oct,fri,nonexistent,1
unknown,single,high.school,no,yes,no,cellular,oct,fri,nonexistent,0
student,single,unknown,no,yes,no,cellular,oct,fri,nonexistent,1
admin.,married,university.degree,no,yes,no,cellular,oct,fri,nonexistent,0
retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,success,1
admin.,married,high.school,no,yes,no,cellular,oct,fri,failure,1
blue-collar,single,high.school,no,no,no,cellular,oct,fri,success,0
retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,nonexistent,1
student,single,basic.9y,no,no,no,cellular,oct,fri,failure,1
student,single,basic.9y,no,no,no,cellular,oct,fri,success,1
admin.,single,university.degree,no,no,no,cellular,oct,fri,failure,0
self-employed,single,university.degree,no,yes,no,cellular,oct,fri,failure,0
self-employed,single,university.degree,no,no,no,cellular,oct,fri,nonexistent,0
admin.,single,high.school,no,yes,no,cellular,oct,fri,success,1
admin.,married,university.degree,no,no,no,cellular,oct,fri,failure,1
blue-collar,married,basic.6y,no,unknown,unknown,cellular,oct,fri,nonexistent,0
blue-collar,married,basic.6y,no,no,no,telephone,oct,fri,nonexistent,0
admin.,single,high.school,no,no,no,telephone,oct,fri,success,1
management,married,university.degree,no,no,no,cellular,oct,fri,nonexistent,0
admin.,single,high.school,no,yes,no,cellular,oct,mon,failure,0
admin.,married,high.school,no,yes,yes,cellular,oct,mon,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,oct,mon,failure,0
technician,single,professional.course,no,yes,no,cellular,oct,mon,nonexistent,0
retired,divorced,basic.4y,no,yes,no,cellular,oct,mon,failure,0
admin.,single,university.degree,no,yes,no,cellular,oct,mon,nonexistent,0
management,married,basic.9y,no,no,no,cellular,oct,mon,failure,0
admin.,single,university.degree,no,yes,no,cellular,oct,mon,failure,0
admin.,single,high.school,no,no,no,cellular,oct,mon,nonexistent,0
admin.,single,high.school,no,no,no,cellular,oct,mon,nonexistent,1
unemployed,single,high.school,no,yes,no,cellular,oct,mon,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,oct,mon,nonexistent,1
admin.,married,high.school,no,yes,yes,cellular,oct,mon,nonexistent,0
management,married,university.degree,no,yes,no,cellular,oct,mon,failure,1
management,married,university.degree,no,yes,yes,cellular,oct,mon,nonexistent,0
unemployed,married,basic.9y,no,yes,no,cellular,oct,tue,nonexistent,0
unemployed,married,basic.9y,no,no,no,cellular,oct,tue,nonexistent,1
admin.,single,university.degree,no,no,no,cellular,oct,tue,failure,0
technician,married,professional.course,no,no,no,cellular,oct,tue,nonexistent,0
admin.,married,university.degree,unknown,no,yes,cellular,oct,tue,success,1
retired,married,basic.4y,no,yes,yes,cellular,oct,tue,success,0
retired,married,basic.4y,no,no,no,cellular,oct,tue,nonexistent,1
technician,single,university.degree,no,no,no,cellular,oct,tue,failure,1
housemaid,married,high.school,no,no,no,cellular,oct,tue,failure,1
retired,married,basic.4y,no,yes,no,cellular,oct,tue,success,1
blue-collar,married,university.degree,no,no,no,telephone,oct,tue,nonexistent,0
services,married,high.school,no,no,no,cellular,oct,tue,failure,1
services,single,high.school,no,no,no,cellular,oct,tue,nonexistent,1
housemaid,married,basic.4y,no,unknown,unknown,cellular,oct,tue,nonexistent,1
management,married,university.degree,no,no,no,telephone,oct,tue,success,1
retired,married,high.school,no,no,no,telephone,oct,tue,nonexistent,0
student,single,basic.6y,no,yes,no,cellular,oct,tue,nonexistent,0
student,single,basic.6y,no,yes,no,cellular,oct,tue,nonexistent,0
technician,married,professional.course,no,yes,no,telephone,oct,tue,nonexistent,0
admin.,single,university.degree,no,yes,no,telephone,oct,tue,failure,0
admin.,married,professional.course,no,no,no,telephone,oct,tue,nonexistent,0
technician,married,professional.course,no,yes,no,cellular,oct,tue,nonexistent,1
technician,married,professional.course,no,no,no,cellular,oct,tue,nonexistent,0
retired,married,university.degree,unknown,yes,yes,cellular,oct,tue,success,0
housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,failure,0
technician,married,unknown,no,no,yes,cellular,oct,tue,nonexistent,0
management,married,university.degree,no,yes,no,cellular,oct,tue,success,1
retired,divorced,professional.course,no,yes,no,cellular,oct,tue,nonexistent,1
