device_type,os_version,app_usage_pattern,protocol,data_volume,log_type,event,event_description,error_code,file_accessed,process,ioc,target
Android,Android 10,Low,SSH,5364,system,System Update,66,859,/var/log/syslog,chrome.exe,Pegasus Signature,0
Android,iOS 15.0,High,FTP,3529,system,File Access,884,285,/home/user/docs/report.docx,chrome.exe,None,0
iPhone,iOS 14.6,High,HTTP,3528,security,Login,4,464,/tmp/malware.bin,explorer.exe,Known Malicious IP,0
Android,Android 11,Low,SSH,6072,system,System Update,695,735,/var/log/syslog,systemd,Known Malicious IP,1
Android,Android 10,Normal,SSH,6118,system,App Crash,212,662,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,iOS 14.6,Low,HTTP,9236,security,App Install,306,969,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,High,HTTPS,6086,system,App Crash,745,564,/tmp/malware.bin,explorer.exe,None,1
Android,Android 10,High,HTTP,9288,application,System Update,171,723,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 14.6,Low,SSH,5856,application,Logout,839,134,/tmp/malware.bin,systemd,Known Malicious IP,0
Android,iOS 14.6,High,SSH,9749,system,System Update,735,969,/home/user/docs/report.docx,explorer.exe,None,1
Android,iOS 15.0,Low,HTTPS,191,system,App Crash,998,529,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
iPhone,iOS 14.6,Low,HTTP,135,system,Logout,414,883,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTPS,5229,system,App Crash,82,576,/var/log/syslog,explorer.exe,Pegasus Signature,1
Android,Android 10,Normal,SSH,9753,application,Login,916,835,/tmp/malware.bin,malware.exe,None,0
iPhone,iOS 15.0,Normal,HTTP,9660,application,System Update,59,976,/var/log/syslog,explorer.exe,Known Malicious IP,1
iPhone,Android 11,High,HTTPS,6628,application,Login,340,785,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
Android,iOS 15.0,Normal,SSH,4319,application,System Update,675,525,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,High,SSH,7079,application,App Crash,832,472,/home/user/docs/report.docx,systemd,Pegasus Signature,1
Android,iOS 15.0,Normal,SSH,7215,system,System Update,330,213,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTP,5533,security,File Access,27,338,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,0
iPhone,iOS 15.0,Normal,SSH,6897,system,File Access,308,670,/home/user/docs/report.docx,malware.exe,Known Malicious IP,0
iPhone,iOS 14.6,Low,HTTPS,9528,system,Logout,737,232,/var/log/syslog,explorer.exe,Known Malicious IP,1
Android,iOS 14.6,High,HTTPS,2401,security,File Access,476,908,/var/log/syslog,explorer.exe,Known Malicious IP,1
Android,iOS 15.0,High,FTP,6015,system,App Crash,555,738,/home/user/docs/report.docx,systemd,Known Malicious IP,1
Android,Android 10,Low,HTTPS,3725,security,App Install,708,728,/var/log/syslog,explorer.exe,Known Malicious IP,0
Android,iOS 15.0,Low,HTTPS,624,system,System Update,47,677,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
iPhone,Android 10,Low,HTTPS,8958,security,File Access,685,648,/home/user/docs/report.docx,malware.exe,None,1
iPhone,Android 10,Low,HTTPS,3603,application,System Update,832,803,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,1
Android,Android 10,Low,HTTPS,3364,application,Logout,213,810,/var/log/syslog,explorer.exe,None,1
iPhone,Android 11,High,FTP,9750,application,File Access,258,103,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,iOS 14.6,Low,HTTP,6354,application,System Update,243,224,/home/user/docs/report.docx,explorer.exe,None,1
Android,iOS 14.6,Low,FTP,8198,system,Logout,207,927,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
Android,Android 11,Low,SSH,5973,security,App Install,232,459,/home/user/docs/report.docx,explorer.exe,None,1
iPhone,Android 11,High,HTTP,4448,system,File Access,368,654,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
iPhone,Android 11,High,SSH,7397,application,Login,912,732,/tmp/malware.bin,chrome.exe,None,1
iPhone,iOS 14.6,High,SSH,2228,system,System Update,303,178,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
iPhone,iOS 15.0,High,SSH,9945,system,File Access,682,320,/tmp/malware.bin,malware.exe,None,1
iPhone,Android 11,High,HTTPS,6325,security,App Install,457,610,/var/log/syslog,malware.exe,Pegasus Signature,0
Android,iOS 15.0,Low,HTTPS,3604,security,File Access,171,213,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
Android,iOS 15.0,Low,FTP,8870,application,Logout,946,129,/tmp/malware.bin,systemd,Pegasus Signature,0
Android,iOS 14.6,Low,FTP,7367,security,File Access,559,263,/tmp/malware.bin,malware.exe,Pegasus Signature,1
Android,Android 10,High,HTTP,8448,system,App Install,999,274,/home/user/docs/report.docx,malware.exe,None,1
Android,Android 11,Normal,HTTP,9869,application,File Access,42,717,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,iOS 15.0,High,SSH,9161,security,Login,529,563,/var/log/syslog,malware.exe,None,1
iPhone,iOS 14.6,Low,SSH,1135,security,Logout,783,226,/tmp/malware.bin,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Normal,HTTP,1506,system,System Update,970,369,/tmp/malware.bin,systemd,None,1
iPhone,iOS 15.0,High,HTTP,635,application,Login,998,155,/var/log/syslog,systemd,Known Malicious IP,1
Android,iOS 14.6,Low,SSH,4907,security,Login,653,743,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,0
iPhone,iOS 14.6,High,HTTP,6013,application,Login,732,725,/tmp/malware.bin,systemd,Known Malicious IP,0
iPhone,iOS 14.6,High,HTTP,2075,system,App Install,454,704,/var/log/syslog,systemd,Pegasus Signature,1
iPhone,Android 11,High,SSH,5106,application,App Install,421,936,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,0
iPhone,Android 11,Low,HTTPS,3125,system,System Update,973,135,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,iOS 15.0,High,HTTP,4881,security,Logout,288,604,/home/user/docs/report.docx,chrome.exe,None,0
iPhone,Android 10,Low,SSH,676,security,System Update,358,811,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,Android 11,High,SSH,6360,security,File Access,54,705,/var/log/syslog,systemd,Pegasus Signature,0
Android,Android 11,High,HTTP,1307,application,App Install,156,412,/home/user/docs/report.docx,systemd,Pegasus Signature,1
iPhone,iOS 15.0,Low,FTP,2393,security,Login,119,609,/home/user/docs/report.docx,malware.exe,None,0
iPhone,Android 10,High,SSH,778,application,System Update,318,518,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
iPhone,Android 11,High,SSH,8682,security,System Update,508,192,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,Android 10,Low,SSH,9674,application,Logout,644,389,/home/user/docs/report.docx,explorer.exe,None,1
Android,Android 11,Normal,FTP,5952,system,File Access,724,937,/tmp/malware.bin,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Normal,HTTP,2389,security,Login,353,480,/home/user/docs/report.docx,explorer.exe,None,1
iPhone,iOS 14.6,Normal,HTTP,6843,application,App Crash,979,726,/home/user/docs/report.docx,malware.exe,Known Malicious IP,0
Android,iOS 15.0,Low,SSH,6842,security,System Update,440,895,/tmp/malware.bin,malware.exe,None,1
iPhone,iOS 14.6,Low,HTTPS,7437,application,System Update,772,307,/tmp/malware.bin,malware.exe,None,1
iPhone,Android 11,Low,HTTPS,5811,security,System Update,608,654,/home/user/docs/report.docx,systemd,None,1
Android,iOS 14.6,Low,HTTP,6289,system,App Install,770,626,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 10,High,HTTPS,5584,application,App Install,918,176,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,Android 10,Low,FTP,4149,system,System Update,657,660,/tmp/malware.bin,malware.exe,None,1
Android,Android 10,Low,FTP,5838,application,File Access,610,445,/var/log/syslog,chrome.exe,None,0
iPhone,Android 10,Low,FTP,9529,security,App Install,47,732,/var/log/syslog,chrome.exe,None,1
Android,iOS 15.0,High,HTTP,4834,system,Login,500,958,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,Low,FTP,3815,security,Logout,318,646,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,Low,SSH,6006,security,Login,470,382,/home/user/docs/report.docx,chrome.exe,None,0
Android,iOS 15.0,High,HTTPS,1017,security,Logout,248,974,/var/log/syslog,malware.exe,Known Malicious IP,1
Android,Android 11,Normal,HTTP,2597,security,Logout,838,104,/tmp/malware.bin,malware.exe,Known Malicious IP,0
iPhone,Android 10,High,HTTPS,2760,security,System Update,926,220,/var/log/syslog,chrome.exe,Pegasus Signature,1
iPhone,iOS 15.0,High,SSH,6886,security,Logout,385,105,/var/log/syslog,chrome.exe,Known Malicious IP,0
iPhone,Android 11,Normal,HTTPS,831,application,System Update,38,205,/var/log/syslog,systemd,Known Malicious IP,1
iPhone,iOS 14.6,Low,HTTPS,7840,system,System Update,68,326,/tmp/malware.bin,chrome.exe,None,1
iPhone,iOS 15.0,Low,HTTPS,9511,security,System Update,952,896,/tmp/malware.bin,chrome.exe,None,0
Android,Android 10,Normal,HTTP,182,security,Logout,963,262,/home/user/docs/report.docx,systemd,Pegasus Signature,1
Android,iOS 14.6,Low,HTTP,5919,system,App Install,949,837,/home/user/docs/report.docx,malware.exe,Pegasus Signature,0
iPhone,Android 11,Low,HTTP,8634,system,System Update,344,104,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,Low,SSH,8565,system,Logout,51,821,/tmp/malware.bin,malware.exe,Pegasus Signature,1
Android,iOS 14.6,Normal,SSH,6466,application,Login,233,877,/var/log/syslog,malware.exe,Pegasus Signature,0
iPhone,iOS 14.6,Low,HTTP,9249,security,Login,142,732,/home/user/docs/report.docx,systemd,Known Malicious IP,1
Android,iOS 14.6,Low,FTP,6695,application,System Update,42,903,/var/log/syslog,systemd,Pegasus Signature,1
Android,Android 11,High,HTTPS,2917,security,Logout,968,629,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,Android 10,Low,HTTP,100,application,App Crash,357,772,/tmp/malware.bin,systemd,Pegasus Signature,0
iPhone,iOS 14.6,High,SSH,2640,system,App Install,646,610,/var/log/syslog,explorer.exe,Pegasus Signature,1
Android,Android 10,High,SSH,7080,system,File Access,703,229,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,iOS 14.6,High,HTTPS,9971,system,System Update,668,782,/var/log/syslog,chrome.exe,None,0
Android,Android 10,Low,HTTP,8920,security,App Crash,881,987,/var/log/syslog,chrome.exe,None,1
iPhone,iOS 14.6,High,HTTPS,8891,system,App Crash,656,153,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,iOS 14.6,Normal,SSH,6524,security,App Install,859,530,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
iPhone,iOS 15.0,Low,SSH,6250,system,System Update,911,471,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
iPhone,Android 11,Low,HTTP,9046,application,App Crash,295,744,/var/log/syslog,systemd,Pegasus Signature,1
Android,Android 11,Normal,HTTP,9653,system,Login,205,799,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,Android 11,Low,FTP,5292,system,Login,525,447,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,0
iPhone,iOS 14.6,Low,SSH,9567,security,Login,780,877,/home/user/docs/report.docx,systemd,Pegasus Signature,0
iPhone,Android 11,Low,SSH,4822,system,App Crash,477,373,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,iOS 15.0,Low,SSH,9568,security,App Install,987,367,/home/user/docs/report.docx,chrome.exe,None,1
Android,iOS 14.6,High,FTP,8418,system,System Update,370,228,/home/user/docs/report.docx,malware.exe,None,1
Android,Android 10,Normal,HTTPS,439,security,App Install,610,209,/tmp/malware.bin,systemd,Known Malicious IP,0
iPhone,iOS 14.6,Low,SSH,8423,security,System Update,286,325,/home/user/docs/report.docx,explorer.exe,None,0
iPhone,Android 11,Low,HTTP,3191,security,File Access,541,749,/var/log/syslog,systemd,None,1
iPhone,Android 11,High,HTTP,7242,system,System Update,680,153,/tmp/malware.bin,chrome.exe,None,1
Android,Android 11,Low,HTTP,7555,system,System Update,362,230,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,iOS 14.6,Normal,HTTP,705,security,File Access,40,791,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Low,SSH,3818,system,System Update,650,220,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
iPhone,Android 10,Normal,HTTPS,9252,system,Login,504,424,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,iOS 14.6,High,FTP,7423,system,File Access,547,372,/home/user/docs/report.docx,systemd,None,1
iPhone,iOS 15.0,Low,HTTP,7558,system,App Crash,62,188,/var/log/syslog,explorer.exe,Known Malicious IP,1
iPhone,Android 10,Normal,HTTPS,9706,system,System Update,784,602,/tmp/malware.bin,chrome.exe,Pegasus Signature,0
iPhone,iOS 14.6,Low,HTTP,615,system,App Install,333,162,/tmp/malware.bin,malware.exe,None,1
Android,iOS 14.6,Normal,HTTPS,3135,system,App Crash,745,899,/home/user/docs/report.docx,malware.exe,Pegasus Signature,0
iPhone,iOS 15.0,Low,FTP,3091,security,Logout,243,635,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,iOS 14.6,Normal,HTTP,9687,system,App Crash,2,131,/home/user/docs/report.docx,malware.exe,None,1
Android,Android 10,High,SSH,2179,system,Logout,418,574,/tmp/malware.bin,systemd,None,0
iPhone,Android 10,High,FTP,9257,application,System Update,589,451,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,iOS 15.0,Low,FTP,7239,application,System Update,400,538,/var/log/syslog,systemd,Pegasus Signature,1
Android,iOS 15.0,Normal,HTTPS,3874,security,Login,821,751,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,Android 11,Low,FTP,2758,system,File Access,215,571,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 14.6,Normal,SSH,9765,system,System Update,533,625,/tmp/malware.bin,systemd,None,1
iPhone,Android 11,High,HTTPS,4521,security,App Install,243,497,/tmp/malware.bin,malware.exe,None,1
iPhone,iOS 14.6,Normal,HTTPS,7813,application,File Access,541,177,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,iOS 15.0,Low,HTTPS,9971,system,Login,397,303,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,Android 10,Low,FTP,9510,security,Login,508,708,/tmp/malware.bin,systemd,Known Malicious IP,1
iPhone,Android 11,High,FTP,6256,application,File Access,557,632,/home/user/docs/report.docx,systemd,None,0
Android,Android 11,High,FTP,5945,application,App Install,120,952,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
Android,iOS 15.0,Normal,SSH,8636,security,App Install,45,687,/var/log/syslog,explorer.exe,None,1
iPhone,Android 10,Normal,SSH,2167,application,App Install,885,551,/home/user/docs/report.docx,systemd,Pegasus Signature,0
Android,Android 10,Low,HTTPS,2947,application,App Install,447,249,/var/log/syslog,explorer.exe,None,0
Android,iOS 14.6,Normal,FTP,2313,application,Login,727,375,/var/log/syslog,systemd,Pegasus Signature,1
Android,Android 10,Normal,SSH,9990,application,App Crash,305,107,/tmp/malware.bin,chrome.exe,None,1
Android,Android 11,Low,SSH,9369,security,System Update,149,197,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,1
iPhone,iOS 15.0,High,SSH,4246,system,App Crash,169,264,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,iOS 14.6,High,SSH,6821,system,Logout,874,739,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
iPhone,iOS 14.6,High,FTP,5099,security,Login,232,502,/tmp/malware.bin,malware.exe,None,1
iPhone,Android 11,Normal,FTP,7851,application,System Update,919,772,/home/user/docs/report.docx,chrome.exe,None,1
Android,Android 11,Low,SSH,1558,security,Logout,195,817,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,High,HTTPS,9713,security,App Crash,846,567,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,iOS 14.6,Normal,SSH,5692,application,App Crash,272,852,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,iOS 14.6,Normal,FTP,9293,system,App Crash,208,153,/var/log/syslog,explorer.exe,None,1
iPhone,iOS 15.0,Low,SSH,5868,security,File Access,721,239,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTPS,9426,system,File Access,627,703,/tmp/malware.bin,explorer.exe,Pegasus Signature,0
Android,iOS 14.6,Low,SSH,1891,application,App Install,905,110,/var/log/syslog,explorer.exe,Known Malicious IP,1
iPhone,iOS 14.6,High,HTTP,1350,security,Logout,924,213,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 14.6,High,HTTP,2530,security,Logout,807,740,/var/log/syslog,malware.exe,Known Malicious IP,1
Android,iOS 15.0,Low,FTP,2786,security,App Install,928,315,/var/log/syslog,systemd,None,1
iPhone,iOS 15.0,Low,SSH,3205,system,System Update,142,167,/var/log/syslog,explorer.exe,Pegasus Signature,0
iPhone,iOS 15.0,Normal,SSH,5717,security,File Access,909,945,/tmp/malware.bin,explorer.exe,None,0
Android,iOS 15.0,Normal,HTTPS,2541,application,Login,549,375,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
iPhone,Android 10,Low,FTP,9573,system,Login,566,227,/tmp/malware.bin,chrome.exe,Pegasus Signature,0
iPhone,Android 10,Normal,HTTP,3399,system,App Crash,628,582,/var/log/syslog,explorer.exe,Pegasus Signature,0
Android,Android 10,Low,HTTPS,9772,application,File Access,476,355,/tmp/malware.bin,systemd,Pegasus Signature,0
iPhone,iOS 15.0,High,HTTPS,6908,application,File Access,589,359,/var/log/syslog,chrome.exe,None,0
iPhone,Android 10,High,HTTPS,7947,security,App Install,174,823,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,iOS 14.6,Low,HTTPS,8869,security,App Install,483,961,/home/user/docs/report.docx,systemd,None,1
iPhone,Android 11,High,HTTP,6848,application,File Access,19,348,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,Android 10,Low,FTP,2799,system,Login,998,972,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,Android 11,Low,SSH,3556,system,App Crash,944,199,/home/user/docs/report.docx,malware.exe,None,1
Android,Android 11,Low,FTP,4392,application,App Crash,775,436,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,Android 10,High,HTTPS,3018,system,App Install,337,322,/var/log/syslog,explorer.exe,Known Malicious IP,0
iPhone,Android 11,Low,SSH,2518,system,System Update,653,125,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,Android 11,Low,HTTP,5981,application,Login,941,688,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,Android 11,Normal,SSH,5023,application,System Update,338,383,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
Android,iOS 14.6,Normal,HTTP,4499,security,Logout,478,588,/var/log/syslog,malware.exe,Known Malicious IP,0
iPhone,iOS 15.0,Low,FTP,6046,security,App Install,599,286,/tmp/malware.bin,systemd,Known Malicious IP,1
Android,Android 10,High,HTTP,6371,security,Logout,791,590,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 11,Normal,SSH,2265,application,App Install,23,925,/var/log/syslog,explorer.exe,Pegasus Signature,0
iPhone,iOS 14.6,Low,HTTP,4502,system,Logout,7,735,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,Android 10,High,HTTPS,9880,security,App Install,806,376,/var/log/syslog,systemd,Pegasus Signature,1
Android,iOS 14.6,High,FTP,313,security,File Access,992,406,/home/user/docs/report.docx,explorer.exe,None,0
iPhone,Android 11,Normal,HTTPS,1599,system,Logout,590,395,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,Android 10,Normal,FTP,155,system,App Install,935,365,/var/log/syslog,chrome.exe,None,1
iPhone,Android 10,High,HTTP,3489,system,Logout,512,336,/tmp/malware.bin,explorer.exe,None,0
Android,Android 10,Normal,FTP,411,system,Logout,215,945,/var/log/syslog,systemd,Pegasus Signature,0
Android,Android 10,Low,HTTP,2782,application,File Access,417,859,/tmp/malware.bin,explorer.exe,None,0
Android,iOS 14.6,High,SSH,7670,system,File Access,106,803,/home/user/docs/report.docx,systemd,Pegasus Signature,1
iPhone,Android 10,High,HTTPS,5963,security,Logout,818,590,/var/log/syslog,systemd,Pegasus Signature,1
Android,iOS 14.6,Normal,SSH,7177,application,App Install,126,422,/tmp/malware.bin,systemd,Known Malicious IP,1
iPhone,iOS 15.0,High,FTP,8824,security,App Crash,192,770,/home/user/docs/report.docx,malware.exe,Known Malicious IP,0
iPhone,iOS 15.0,Normal,SSH,9887,security,System Update,443,554,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Low,HTTPS,2083,application,File Access,861,447,/home/user/docs/report.docx,systemd,None,1
Android,Android 10,Low,HTTPS,7262,application,App Crash,947,813,/var/log/syslog,systemd,Known Malicious IP,1
Android,Android 11,Normal,HTTP,9778,application,Login,929,359,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,iOS 15.0,Normal,HTTP,2940,system,Login,796,641,/var/log/syslog,explorer.exe,Known Malicious IP,1
Android,Android 11,Low,SSH,3728,application,App Crash,426,727,/home/user/docs/report.docx,malware.exe,Pegasus Signature,0
Android,iOS 15.0,Low,SSH,2459,security,App Install,300,946,/var/log/syslog,systemd,Pegasus Signature,1
Android,Android 11,Low,HTTPS,2484,application,Logout,109,333,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,Android 11,Low,FTP,6505,application,Login,187,432,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,iOS 14.6,Low,HTTP,2930,security,Login,311,981,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,0
iPhone,iOS 15.0,Normal,HTTP,8319,application,App Crash,496,932,/var/log/syslog,malware.exe,None,1
iPhone,iOS 15.0,High,HTTPS,1631,security,File Access,147,160,/var/log/syslog,explorer.exe,None,1
Android,Android 10,Normal,FTP,9908,application,App Install,588,494,/home/user/docs/report.docx,explorer.exe,None,0
Android,Android 10,Normal,HTTPS,7207,application,File Access,572,986,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,Android 11,Low,HTTPS,2092,security,App Crash,91,662,/var/log/syslog,chrome.exe,Pegasus Signature,1
iPhone,iOS 15.0,High,HTTP,7618,application,Login,34,472,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,0
iPhone,Android 11,Low,SSH,2983,system,System Update,423,175,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,iOS 14.6,High,HTTPS,9464,security,System Update,8,313,/tmp/malware.bin,systemd,Pegasus Signature,0
Android,iOS 15.0,Low,FTP,7618,system,Login,616,280,/var/log/syslog,chrome.exe,Pegasus Signature,1
iPhone,iOS 14.6,High,HTTP,9519,system,App Install,309,836,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,Android 10,Low,FTP,9379,application,App Install,943,250,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,Low,FTP,4481,application,App Install,706,486,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,Android 11,Normal,FTP,3163,system,Logout,533,605,/var/log/syslog,malware.exe,None,0
iPhone,iOS 15.0,High,HTTPS,5947,system,Logout,955,892,/tmp/malware.bin,explorer.exe,None,1
Android,Android 10,Normal,HTTP,4127,system,Logout,452,865,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,iOS 15.0,High,HTTPS,277,security,App Crash,313,991,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,Android 11,Normal,FTP,1181,security,Login,310,536,/home/user/docs/report.docx,explorer.exe,None,0
iPhone,Android 11,Low,SSH,2199,system,App Crash,204,454,/var/log/syslog,explorer.exe,None,1
iPhone,iOS 15.0,Low,HTTPS,3557,security,Login,49,624,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,Android 11,Normal,SSH,7507,security,File Access,4,978,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,Android 11,Normal,FTP,1860,system,App Install,675,665,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
Android,Android 11,Low,SSH,554,system,App Crash,334,912,/home/user/docs/report.docx,chrome.exe,None,1
Android,Android 11,High,HTTPS,3920,security,App Install,304,852,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,iOS 14.6,High,HTTP,1989,security,App Crash,13,189,/var/log/syslog,malware.exe,None,1
iPhone,Android 11,High,SSH,6817,security,System Update,929,225,/var/log/syslog,systemd,None,1
iPhone,Android 10,High,HTTP,7772,application,Logout,924,601,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,Android 10,Low,HTTP,9075,system,Login,600,728,/var/log/syslog,systemd,None,1
iPhone,iOS 15.0,Low,SSH,193,security,App Crash,188,951,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,iOS 14.6,High,HTTPS,6309,system,File Access,303,257,/tmp/malware.bin,explorer.exe,None,1
iPhone,iOS 14.6,Low,HTTPS,5638,application,System Update,901,558,/home/user/docs/report.docx,malware.exe,None,0
iPhone,Android 11,Low,SSH,5917,system,File Access,807,138,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,iOS 15.0,High,HTTP,7677,system,Logout,600,675,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 15.0,High,SSH,8432,system,Logout,375,136,/var/log/syslog,explorer.exe,Known Malicious IP,1
iPhone,iOS 14.6,Low,HTTP,1872,system,App Install,822,589,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
iPhone,Android 11,High,FTP,6299,security,Logout,596,974,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
iPhone,iOS 15.0,Normal,HTTPS,5910,system,App Crash,137,792,/home/user/docs/report.docx,malware.exe,None,1
iPhone,Android 10,Normal,FTP,3654,system,Logout,790,544,/tmp/malware.bin,chrome.exe,None,0
Android,Android 11,Low,HTTP,2623,security,App Install,223,463,/home/user/docs/report.docx,systemd,Pegasus Signature,0
Android,iOS 15.0,High,FTP,9850,system,App Crash,156,427,/var/log/syslog,chrome.exe,None,1
iPhone,Android 10,Normal,FTP,3130,system,File Access,947,791,/tmp/malware.bin,systemd,None,1
iPhone,Android 11,Low,SSH,1340,security,App Crash,497,270,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,iOS 14.6,High,FTP,3046,security,File Access,459,598,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,Android 10,Low,HTTP,1032,application,System Update,990,304,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,iOS 14.6,Normal,HTTPS,782,security,App Crash,575,512,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,Android 10,Low,HTTPS,941,application,System Update,498,692,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
iPhone,iOS 14.6,Low,HTTPS,272,application,File Access,585,455,/tmp/malware.bin,malware.exe,None,1
iPhone,iOS 15.0,Normal,SSH,9806,application,Login,832,754,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,0
Android,Android 10,Low,FTP,6714,security,Login,167,983,/var/log/syslog,systemd,Known Malicious IP,1
iPhone,Android 10,Low,FTP,5956,system,App Crash,109,289,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,iOS 14.6,High,FTP,3345,application,Logout,313,663,/home/user/docs/report.docx,systemd,None,1
